EntrezGeneID	Annotation	GOterms
SymbC1.scaffold19.264.m1	polyphosphate kinase 2	GO:0055085|GO:0005737|GO:0051082|GO:0006793|GO:0006457|GO:0008976|GO:0043190
SymbC1.scaffold19.272.m1	bifunctional folylpolyglutamate synthase dihydrofolate synthase	GO:0004326|GO:0005524|GO:0004834|GO:0003989|GO:0009396|GO:0006633|GO:0009317|GO:0006568
SymbC1.scaffold19.273.m1	M20 M25 M40 family metallo-hydrolase	GO:0006415|GO:0003747|GO:0016787
SymbC1.scaffold19.278.m1	penicillin-binding activator	
SymbC1.scaffold19.283.m1	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	GO:0005525|GO:0006614|GO:0048027|GO:0016021|GO:0051539|GO:0016740|GO:0006402|GO:1902209|GO:0006400
SymbC1.scaffold19.286.m1	aminotransferase class V-fold PLP-dependent enzyme	GO:0003824
SymbC1.scaffold19.288.m1	12-oxophytodienoate reductase	GO:0005515|GO:0010181|GO:0016491|GO:0055114
SymbC1.scaffold19.290.m1	S41 family peptidase	GO:0005515|GO:0006508|GO:0008236
SymbC1.scaffold19.291.m1	RNA pyrophosphohydrolase	GO:0005975|GO:0001522|GO:0003723|GO:0009982|GO:0016787
SymbC1.scaffold19.292.m1	F0F1 ATP synthase subunit beta	GO:0045261|GO:0005524|GO:0015986|GO:0046933
SymbC1.scaffold19.293.m1	primosomal N	GO:0003677|GO:0005524|GO:0006260|GO:0032508|GO:0004003
SymbC1.scaffold19.294.m1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	GO:0009089|GO:0008666|GO:0016787
SymbC1.scaffold19.297.m1	peptide deformylase	
SymbC1.scaffold19.298.m1	DNA recombination	GO:0000271|GO:0016021
SymbC1.scaffold19.30.m1	alginate lyase	GO:0003700|GO:0006355
SymbC1.scaffold19.300.m1	DNA polymerase III subunit gamma tau	GO:0009360|GO:0003677|GO:0005524|GO:0003887|GO:0006260
SymbC1.scaffold19.304.m1	cytochrome c family	GO:0009055|GO:0020037
SymbC1.scaffold19.309.m1	Sel1 repeat-containing	GO:0005515
SymbC1.scaffold19.31.m1	caspase family	GO:0006508|GO:0004197
SymbC1.scaffold19.314.m1	imidazole glycerol phosphate synthase subunit	GO:0000107|GO:0003949|GO:0000105
SymbC1.scaffold19.315.m1	imidazoleglycerol-phosphate dehydratase	GO:0004424|GO:0000105
SymbC1.scaffold19.317.m1	#NAME?	GO:0016887|GO:0005524|GO:0009376|GO:0070011
SymbC1.scaffold19.318.m1	murein transglycosylase	GO:0009254|GO:0004553|GO:0019867
SymbC1.scaffold19.319.m1	#NAME?	GO:0051262|GO:0015031|GO:0051082
SymbC1.scaffold19.32.m1	caspase family	GO:0006508|GO:0004197
SymbC1.scaffold19.321.m1	patatin-like phospholipase	GO:0006629
SymbC1.scaffold19.324.m1	glyoxalase family	
SymbC1.scaffold19.326.m1	MFS transporter	GO:0003677|GO:0055085|GO:0016021
SymbC1.scaffold19.327.m1	chromosome partitioning	GO:0008649|GO:0005737|GO:0006364
SymbC1.scaffold19.329.m1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase	GO:0005525|GO:0005515|GO:0003924|GO:0005622|GO:0006400
SymbC1.scaffold19.340.m1	hybrid sensor histidine kinase response regulator	GO:0000155|GO:0000160|GO:0016310
SymbC1.scaffold19.341.m1	IS1595 family transposase	
SymbC1.scaffold19.342.m1	molecular chaperone	GO:0005524|GO:0051082|GO:0006457
SymbC1.scaffold19.347.m1	2-octaprenyl-6-methoxyphenyl hydroxylase	GO:0071949|GO:0016709|GO:0055114|GO:0006744|GO:0016787
SymbC1.scaffold19.350.m1	class I SAM-dependent methyltransferase	
SymbC1.scaffold19.351.m1	thioredoxin	GO:0005515|GO:0016021|GO:0002161|GO:0045454
SymbC1.scaffold19.354.m1	fatty acyl-AMP ligase	GO:0003700|GO:0016603|GO:0030170|GO:0050662|GO:0017186|GO:0008610|GO:0006355
SymbC1.scaffold19.358.m1	low specificity L-threonine aldolase	GO:0016829|GO:0006520
SymbC1.scaffold19.360.m1	ferrochelatase	GO:0004325|GO:0006783
SymbC1.scaffold19.364.m1	DUF488 domain-containing	
SymbC1.scaffold19.365.m1	family	GO:0005506|GO:0051536|GO:0016226
SymbC1.scaffold19.374.m1	apolipo N-acyltransferase	GO:0006807|GO:0016021|GO:0043565|GO:0016410|GO:0042158
SymbC1.scaffold19.378.m1	3-hydroxyacyl- dehydrogenase	GO:0016491
SymbC1.scaffold19.379.m1	polyribonucleotide nucleotidyltransferase	GO:0003723|GO:0006396|GO:0006402|GO:0004654
SymbC1.scaffold19.38.m1	cystathionine beta-synthase	GO:0016645|GO:0008033|GO:0055114|GO:0004808|GO:0006535
SymbC1.scaffold19.381.m1	peptidase S10	GO:0006508|GO:0004185
SymbC1.scaffold19.384.m1	3-hydroxyacyl-[acyl-carrier- ] dehydratase	GO:0005737|GO:0008693|GO:0006633
SymbC1.scaffold19.389.m1	bifunctional phosphopantothenoylcysteine decarboxylase phosphopantothenate--cysteine ligase	GO:0004633|GO:0010181|GO:0015937|GO:0004632|GO:0015941
SymbC1.scaffold19.390.m1	2-polyprenylphenol 6-hydroxylase	GO:0005524|GO:0004672|GO:0006468|GO:0006744
SymbC1.scaffold19.392.m1	integration host factor subunit beta	GO:0003677|GO:0006310|GO:0006355|GO:0005694
SymbC1.scaffold19.395.m1	transcriptional regulator	
SymbC1.scaffold19.4.m1	DUF3126 family	
SymbC1.scaffold19.40.m1	arsenate reductase	
SymbC1.scaffold19.409.m1	lactoylglutathione lyase	
SymbC1.scaffold19.415.m1	nucleotide exchange factor	GO:0042803|GO:0051087|GO:0006457|GO:0000774
SymbC1.scaffold19.419.m1	catalase	GO:0006979|GO:0004096|GO:0016021|GO:0015293|GO:0055114|GO:0020037
SymbC1.scaffold19.420.m1	ankyrin repeat domain-containing	GO:0005515
SymbC1.scaffold19.426.m1	malate dehydrogenase	GO:0005975|GO:0006814|GO:0032328|GO:0016209|GO:0016616|GO:0016020|GO:0045454|GO:0055114|GO:0015655
SymbC1.scaffold19.43.m1	tyrosine recombinase	GO:0005525|GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold19.432.m1	MFS transporter	GO:0055085|GO:0043022|GO:0016021|GO:0006364|GO:0005840
SymbC1.scaffold19.438.m1	family C-terminal domain-containing	GO:0055085
SymbC1.scaffold19.44.m1	membrane insertase	GO:0004526|GO:0032977|GO:0008033|GO:0016021|GO:0000049
SymbC1.scaffold19.442.m1	Lrp family transcriptional regulator	GO:0003700|GO:0006355|GO:0043565|GO:0005622
SymbC1.scaffold19.448.m1	#NAME?	
SymbC1.scaffold19.449.m1	#NAME?	
SymbC1.scaffold19.45.m1	mercuric reductase	GO:0016668|GO:0050660|GO:0009055|GO:0045454|GO:0055114
SymbC1.scaffold19.450.m1	DUF4956 domain-containing	
SymbC1.scaffold19.451.m1	Calcineurin-like phosphoesterase	GO:0016787
SymbC1.scaffold19.454.m1	divalent metal cation transporter	GO:0005515|GO:0016020|GO:0046873|GO:0030001
SymbC1.scaffold19.456.m1	1-acyl-sn-glycerol-3-phosphate acyltransferase	GO:0016746
SymbC1.scaffold19.462.m1	electron transfer flavo subunit alpha	GO:0003857|GO:0055114|GO:0006631
SymbC1.scaffold19.464.m1	hypothetical protein	
SymbC1.scaffold19.465.m1	DUF1287 domain-containing	
SymbC1.scaffold19.467.m1	tRNA glutamyl-Q(34) synthetase	GO:0005524|GO:0006418|GO:0004812
SymbC1.scaffold19.468.m1	metalloprotease	GO:0005515|GO:0006508|GO:0008237
SymbC1.scaffold19.469.m1	cytochrome c oxidase subunit 3	GO:0004129|GO:0005507|GO:0022904|GO:0016021|GO:0009060|GO:0020037
SymbC1.scaffold19.47.m1	recombinase family	GO:0003677|GO:0000150|GO:0006310
SymbC1.scaffold19.479.m1	zinc metalloprotease	GO:0003677|GO:0005515|GO:0000160|GO:0006508|GO:0006355|GO:0004222
SymbC1.scaffold19.48.m1	type II CRISPR RNA-guided endonuclease Cas9	GO:0003676|GO:0046872|GO:0043571|GO:0051607|GO:0004520
SymbC1.scaffold19.483.m1	nuclear transport factor 2 family	
SymbC1.scaffold19.485.m1	methyltransferase type 11	GO:0008168
SymbC1.scaffold19.487.m1	family	
SymbC1.scaffold19.490.m1	peroxidase	GO:0055114|GO:0051920
SymbC1.scaffold19.493.m1	family transcriptional regulator	
SymbC1.scaffold19.495.m1	cysteine--tRNA ligase	GO:0005524|GO:0005737|GO:0004817|GO:0006423
SymbC1.scaffold19.496.m1	pirin family	
SymbC1.scaffold19.498.m1	family transcriptional regulator	GO:0003700|GO:0006355
SymbC1.scaffold19.499.m1	uroporphyrinogen-III C-methyltransferase	GO:0005515|GO:0019354|GO:0008168|GO:0055114
SymbC1.scaffold19.56.m1	spermidine synthase	GO:0003824
SymbC1.scaffold19.58.m1	ABC transporter ATP-binding	GO:0016887|GO:0005524
SymbC1.scaffold19.64.m1	3-deoxy-D-manno-octulosonic acid transferase	GO:0005524|GO:0009245|GO:0009029
SymbC1.scaffold19.65.m1	exodeoxyribonuclease VII large subunit	GO:0003676|GO:0006879|GO:0006308|GO:0008199|GO:0006826|GO:0009318|GO:0008855
SymbC1.scaffold19.67.m1	phosphoribosylamine--glycine ligase	GO:0005524|GO:0004637|GO:0046872|GO:0009113
SymbC1.scaffold19.7.m1	periplasmic chaperone for outer membrane s	GO:0003755|GO:0010033|GO:0043165|GO:0016021|GO:0009279|GO:0015920
SymbC1.scaffold19.75.m1	flagellar basal body P-ring	GO:0005198|GO:0030288|GO:0071973|GO:0009428
SymbC1.scaffold19.76.m1	flagellar M-ring	GO:0009431|GO:0016020|GO:0071973|GO:0009306|GO:0003774
SymbC1.scaffold19.77.m1	flagellar motor stator	
SymbC1.scaffold19.88.m1	DUF1800 domain-containing	
SymbC1.scaffold19.91.m1	xanthine dehydrogenase family molybdopterin-binding subunit	GO:0016491|GO:0046872|GO:0009055|GO:0055114|GO:0051537
SymbC1.scaffold19.94.m1	family	GO:0055085|GO:0022857|GO:0016020
SymbC1.scaffold190.1.m1	hypothetical protein AK812_SmicGene22224	
SymbC1.scaffold190.2.m1	NA	
SymbC1.scaffold190.3.m1	NA	
SymbC1.scaffold190.5.m1	NA	
SymbC1.scaffold1900.1.m1	NA	GO:0005515
SymbC1.scaffold1900.2.m1	E3 ubiquitin- ligase SHPRH	GO:0003676
SymbC1.scaffold19004.1.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold19004.2.m1	DUF1553 domain-containing	
SymbC1.scaffold1901.1.m1	tetratricopeptide repeat 4-like	
SymbC1.scaffold1901.2.m1	ATP-dependent Clp protease ATP-binding subunit	GO:0005524|GO:0019538
SymbC1.scaffold1901.3.m1	Stimulated by retinoic acid gene 6	
SymbC1.scaffold1901.4.m1	O(6)-methylguanine-induced apoptosis 2	
SymbC1.scaffold1901.5.m1	hypothetical protein AK812_SmicGene29045	
SymbC1.scaffold1901.6.m1	hypothetical protein AK812_SmicGene29046	
SymbC1.scaffold1902.2.m1	Methionine-R-sulfoxide reductase	GO:0030091|GO:0006979|GO:0055114|GO:0033743
SymbC1.scaffold1902.3.m1	hypothetical protein AK812_SmicGene7845	GO:0003676|GO:0008270
SymbC1.scaffold1902.4.m1	AAA family ATPase	GO:0005524
SymbC1.scaffold19020.2.m1	NA	
SymbC1.scaffold1903.3.m1	Elongation of very long chain fatty acids 7	GO:0016042|GO:0016021|GO:0016787
SymbC1.scaffold1903.4.m1	nucleosome assembly	GO:0005634|GO:0006334
SymbC1.scaffold19037.1.m1	Bifunctional DNA primase polymerase	GO:0003677|GO:0008170|GO:0090124|GO:0015667
SymbC1.scaffold1904.1.m1	NA	
SymbC1.scaffold1904.2.m1	NA	
SymbC1.scaffold19047.2.m1	hypothetical protein	
SymbC1.scaffold1905.1.m1	hypothetical protein AK812_SmicGene19310	
SymbC1.scaffold1905.2.m1	hypothetical protein AK812_SmicGene19308	GO:0005515
SymbC1.scaffold1905.3.m1	2-nitropropane dioxygenase	GO:0018580|GO:0055114
SymbC1.scaffold1905.4.m1	2-nitropropane dioxygenase	GO:0018580|GO:0055114
SymbC1.scaffold19051.1.m1	colanic acid biosynthesis glycosyltransferase	
SymbC1.scaffold19051.2.m1	glycosyl hydrolase	
SymbC1.scaffold19058.1.m1	ABC transporter permease	
SymbC1.scaffold1906.1.m1	NA	
SymbC1.scaffold1906.3.m1	cupin-like domain-containing	
SymbC1.scaffold19066.2.m1	aminodeoxychorismate synthase component I	GO:0003824|GO:0009058
SymbC1.scaffold1907.1.m1	Tubulin alpha	GO:0005525|GO:0003924|GO:0005200|GO:0005874|GO:0007017
SymbC1.scaffold1907.10.m1	NA	
SymbC1.scaffold1907.11.m1	DNA RNA non-specific endonuclease	GO:0003676|GO:0046872|GO:0016787
SymbC1.scaffold1907.2.m1	NA	
SymbC1.scaffold1907.5.m1	Replication factor C subunit 3	GO:0003677|GO:0006260
SymbC1.scaffold1907.6.m1	kinesin KIF13B isoform X3	GO:0004359|GO:0005524|GO:0042823|GO:0003777|GO:0046872|GO:0042819|GO:0007018|GO:0008017
SymbC1.scaffold1907.7.m1	NA	
SymbC1.scaffold1907.8.m1	DNA (cytosine-5)-methyltransferase 3B	GO:0003677|GO:0006310|GO:0015074|GO:0008168
SymbC1.scaffold19071.1.m1	SOUL heme-binding	
SymbC1.scaffold1908.1.m1	LINE-1 retrotransposable element ORF2	GO:0003676|GO:0004523
SymbC1.scaffold1908.10.m1	NA	
SymbC1.scaffold1908.11.m1	FACT complex subunit SSRP1	GO:0008168
SymbC1.scaffold1908.12.m1	Proliferating cell nuclear antigen	
SymbC1.scaffold1908.13.m1	NA	
SymbC1.scaffold1908.2.m1	THO complex subunit 3	
SymbC1.scaffold1908.3.m1	NA	
SymbC1.scaffold1908.4.m1	NA	
SymbC1.scaffold1908.5.m1	terminal ear1	
SymbC1.scaffold1908.6.m1	ASCH domain-containing	
SymbC1.scaffold1908.7.m1	NA	
SymbC1.scaffold1908.9.m1	Coiled-coil domain-containing 151	
SymbC1.scaffold19084.1.m1	Fibronectin type III domain	GO:0008237
SymbC1.scaffold19087.1.m1	molecular chaperone	GO:0051082|GO:0006457
SymbC1.scaffold19087.2.m1	enoyl-[acyl-carrier- ] reductase	GO:0004318|GO:0055114|GO:0006633
SymbC1.scaffold1909.1.m1	hypothetical protein AK812_SmicGene34747	
SymbC1.scaffold1909.2.m1	FAS-associated factor 2-B	GO:0005515
SymbC1.scaffold1909.5.m1	GDP-fucose O-fucosyltransferase 2	
SymbC1.scaffold1909.6.m1	hypothetical protein AK812_SmicGene11538	GO:0004842
SymbC1.scaffold1909.7.m1	unnamed protein product	
SymbC1.scaffold1909.8.m1	sporozoite developmental	GO:0003824|GO:0046872
SymbC1.scaffold191.1.m1	Modification methylase subunit alpha	GO:0003676|GO:0005515
SymbC1.scaffold191.11.m1	NA	
SymbC1.scaffold191.3.m1	NA	
SymbC1.scaffold191.5.m1	acyl- thioesterase II	GO:0006637|GO:0047617
SymbC1.scaffold191.6.m1	TCCD-inducible-PARP-like domain-containing	GO:0003950
SymbC1.scaffold191.7.m1	Bile acid:sodium symporter	GO:0016020
SymbC1.scaffold191.9.m1	Copia	GO:0003676|GO:0015074
SymbC1.scaffold1910.1.m1	NA	
SymbC1.scaffold1910.2.m1	GDP-fucose O-fucosyltransferase 1	
SymbC1.scaffold1910.3.m1	Copia	GO:0003676|GO:0008270|GO:0015074
SymbC1.scaffold1910.4.m1	Kinase D-interacting substrate of 220 kDa	GO:0003676
SymbC1.scaffold1910.5.m1	endonuclease III	GO:0006284|GO:0003824
SymbC1.scaffold1910.6.m1	Suppressor of mec-8 and unc-52 homolog 1	GO:0005515
SymbC1.scaffold1910.7.m1	NA	
SymbC1.scaffold1910.8.m1	Fucoxanthin-chlorophyll a-c binding chloroplastic	
SymbC1.scaffold1910.9.m1	NA	
SymbC1.scaffold19106.1.m1	gamma-butyrobetaine dioxygenase	GO:0016491|GO:0055114
SymbC1.scaffold1911.1.m1	Mitogen-activated kinase kinase 2	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold1911.2.m1	hypothetical protein AK812_SmicGene42513	
SymbC1.scaffold1911.3.m1	ADP-ribosylation factor	GO:0005525
SymbC1.scaffold1911.5.m1	C2 domain-containing	
SymbC1.scaffold1912.1.m1	NA	
SymbC1.scaffold1912.2.m1	hypothetical protein EMIHUDRAFT_106464	
SymbC1.scaffold19120.1.m1	family	
SymbC1.scaffold1913.1.m1	NA	
SymbC1.scaffold1913.2.m1	NA	
SymbC1.scaffold19136.2.m1	DUF1559 domain-containing	
SymbC1.scaffold19137.1.m1	branched-chain amino acid aminotransferase	GO:0004084|GO:0009081
SymbC1.scaffold19137.2.m1	DUF3604 domain-containing	GO:0003677
SymbC1.scaffold19138.1.m1	family transcriptional regulator	GO:0003700|GO:0006355|GO:0043565
SymbC1.scaffold1914.1.m1	Sodium channel type 11 subunit alpha	GO:0005216|GO:0006811|GO:0055085|GO:0016020
SymbC1.scaffold1914.2.m1	NA	
SymbC1.scaffold1914.3.m1	40S ribosomal S3-3	
SymbC1.scaffold1914.4.m1	hypothetical protein AK812_SmicGene31785	
SymbC1.scaffold1914.5.m1	P-loop containing nucleoside triphosphate hydrolase	GO:0005524|GO:0003777|GO:0007018|GO:0008017
SymbC1.scaffold1914.6.m1	Eukaryotic translation initiation factor 2 subunit alpha	GO:0003743
SymbC1.scaffold19141.1.m1	sigma-70 family RNA polymerase sigma factor	GO:0003700|GO:0006355|GO:0006352
SymbC1.scaffold1915.1.m1	fumarate reductase	
SymbC1.scaffold1915.2.m1	Ribosomal RNA small subunit methyltransferase A	
SymbC1.scaffold19154.2.m1	alternate F1F0 F1 subunit alpha	GO:0045261|GO:0005524|GO:0045263|GO:0015986|GO:0046933
SymbC1.scaffold19155.1.m1	DUF4976 domain-containing	GO:0008484
SymbC1.scaffold19156.2.m1	DUF1592 domain-containing	
SymbC1.scaffold1916.2.m1	NA	
SymbC1.scaffold1917.1.m1	aromatic ring-hydroxylating dioxygenase subunit alpha	GO:0005506|GO:0016491|GO:0055114|GO:0051537|GO:0044237
SymbC1.scaffold1917.11.m1	adenylate guanylate cyclase domain-containing	GO:0005515|GO:0016491|GO:0016849|GO:0055114|GO:0009190|GO:0035556
SymbC1.scaffold1917.12.m1	Flavin containing amine oxidoreductase	GO:0016829|GO:0008299
SymbC1.scaffold1917.16.m1	aminobenzoyl-glutamate transporter	GO:1902604|GO:0015558
SymbC1.scaffold1917.17.m1	pili flagellar assembly -like chaperone	
SymbC1.scaffold1917.18.m1	family transcriptional regulator	GO:0003700|GO:0006355
SymbC1.scaffold1917.19.m1	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	GO:0005975|GO:0009331|GO:0051287|GO:0046168|GO:0055114|GO:0046912|GO:0004367
SymbC1.scaffold1917.23.m1	transcriptional regulator	
SymbC1.scaffold1917.24.m1	pilus (MSHA type) biogenesis	GO:0005515|GO:0009297|GO:0019867
SymbC1.scaffold1917.28.m1	NADP-dependent oxidoreductase	GO:0016491|GO:0055114
SymbC1.scaffold1917.3.m1	peptidase M19	GO:0016491|GO:0016805|GO:0006508|GO:0055114
SymbC1.scaffold1917.30.m1	FAD-dependent oxidoreductase	GO:0005515|GO:0016491|GO:0055114
SymbC1.scaffold1917.33.m1	PHB depolymerase family	GO:0004359|GO:0006541
SymbC1.scaffold1917.5.m1	amidohydrolase	GO:0016810
SymbC1.scaffold1917.6.m1	enoyl- hydratase isomerase family	GO:0008113|GO:0055114
SymbC1.scaffold1917.7.m1	SDR family NAD(P)-dependent oxidoreductase	GO:0016491
SymbC1.scaffold1917.8.m1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	GO:0009086|GO:0008270|GO:0004190|GO:0005515|GO:0006508|GO:0003871
SymbC1.scaffold19178.2.m1	pyridoxine 5 -phosphate synthase	GO:0000287|GO:0008615|GO:0005737|GO:0009116|GO:0006221|GO:0033856|GO:0006633|GO:0004588|GO:0008897
SymbC1.scaffold1918.1.m1	type I polyketide synthase	GO:0003824|GO:0006629
SymbC1.scaffold1918.3.m1	NA	GO:0005515
SymbC1.scaffold19188.1.m1	membrane-bound dehydrogenase	GO:0009055|GO:0020037
SymbC1.scaffold1919.1.m1	NA	
SymbC1.scaffold1919.2.m1	ATP-dependent helicase IRC3	
SymbC1.scaffold1919.3.m1	ATP-dependent helicase IRC3	
SymbC1.scaffold1919.4.m1	ATP-dependent helicase IRC3	GO:0003677|GO:0005524|GO:0016787
SymbC1.scaffold1919.6.m1	ATP-dependent helicase IRC3	GO:0003677|GO:0005524|GO:0016787
SymbC1.scaffold1919.7.m1	ATP-dependent helicase IRC3	GO:0003677|GO:0005524|GO:0016787
SymbC1.scaffold1919.8.m1	ATP-dependent helicase IRC3	
SymbC1.scaffold1919.9.m1	serine-type d-ala-d-ala carboxypeptidase	
SymbC1.scaffold19191.1.m1	DUF1559 domain-containing	
SymbC1.scaffold19195.2.m1	amidase	
SymbC1.scaffold19197.1.m1	hybrid sensor histidine kinase response regulator	GO:0006935|GO:0000160|GO:0016772|GO:0016310
SymbC1.scaffold192.1.m1	Bardet-Biedl syndrome 2 -like	GO:0003777|GO:0006508|GO:0008234|GO:0007018
SymbC1.scaffold192.3.m1	Zinc finger HIT domain-containing 2	
SymbC1.scaffold1920.1.m1	Sodium channel type 11 subunit alpha	GO:0005216|GO:0006811|GO:0055085|GO:0016020
SymbC1.scaffold19202.2.m1	MULTISPECIES: hypothetical protein	
SymbC1.scaffold19207.1.m1	hypothetical protein AK812_SmicGene33201	
SymbC1.scaffold1921.1.m1	calcium-dependent cytoplasmic cysteine papain	GO:0006508|GO:0004198|GO:0005622
SymbC1.scaffold1921.2.m1	sodium sulfate	
SymbC1.scaffold1921.3.m1	Dual-specificity RNA methyltransferase 1	GO:0003677|GO:0006310|GO:0015074
SymbC1.scaffold1921.5.m1	spry domain-containing 7-like	
SymbC1.scaffold1921.6.m1	NA	
SymbC1.scaffold1921.7.m1	serine threonine	GO:0005524|GO:0004672|GO:0006468
SymbC1.scaffold1921.8.m1	nuclear localization	
SymbC1.scaffold19211.1.m1	DUF1559 domain-containing	
SymbC1.scaffold1922.1.m1	NA	
SymbC1.scaffold1922.2.m1	hypothetical protein AK812_SmicGene16527	
SymbC1.scaffold1922.3.m1	Telomerase Cajal body 1	
SymbC1.scaffold1922.4.m1	NA	
SymbC1.scaffold1922.5.m1	E3 ubiquitin- ligase	
SymbC1.scaffold1922.6.m1	NA	
SymbC1.scaffold1923.1.m1	aldehyde dehydrogenase family	GO:0016603|GO:0017186|GO:0055114|GO:0016620
SymbC1.scaffold1923.2.m1	Aldehyde dimeric NADP-preferring	GO:0005515
SymbC1.scaffold1923.4.m1	hypothetical protein AK812_SmicGene27184	GO:0005509|GO:0009654|GO:0015979|GO:0019898
SymbC1.scaffold19235.1.m1	NA	
SymbC1.scaffold1924.1.m1	Mycocerosic acid synthase	
SymbC1.scaffold1924.2.m1	Translational activator GCN1	
SymbC1.scaffold1924.3.m1	Mitotic spindle assembly checkpoint MAD2A	GO:0007094
SymbC1.scaffold1924.4.m1	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	
SymbC1.scaffold1924.5.m1	hypothetical protein AK812_SmicGene30136	
SymbC1.scaffold1924.6.m1	DNA-binding HORMA domain-containing	GO:0007094
SymbC1.scaffold1924.7.m1	ATP-dependent zinc metalloprotease	
SymbC1.scaffold1924.8.m1	ATP-dependent zinc metalloprotease	GO:0005515
SymbC1.scaffold1924.9.m1	DNA mismatch repair Mlh1	GO:0003676|GO:0008270
SymbC1.scaffold19241.1.m1	NAD(P)H-quinone oxidoreductase	GO:0016491|GO:0055114
SymbC1.scaffold19243.1.m1	citrate synthase	GO:0004108|GO:0005737|GO:0006099
SymbC1.scaffold1925.1.m1	NA	
SymbC1.scaffold1925.3.m1	hypothetical protein AK812_SmicGene4549	
SymbC1.scaffold1925.4.m1	Argininosuccinate lyase 2	GO:0005524|GO:0046872
SymbC1.scaffold1925.5.m1	Voltage-dependent T-type calcium channel subunit alpha-1I	
SymbC1.scaffold1925.6.m1	Voltage-dependent T-type calcium channel subunit alpha-1I	GO:0005509
SymbC1.scaffold19255.1.m1	glycogen phosphorylase	GO:0008184|GO:0005524|GO:0005975|GO:0030170|GO:0006355|GO:0004672|GO:0006468
SymbC1.scaffold19257.1.m1	NA	
SymbC1.scaffold19259.2.m1	carbon storage regulator	GO:0006109|GO:0003723|GO:0006402
SymbC1.scaffold1926.1.m1	sec1 family domain-containing 1-like	GO:0006904
SymbC1.scaffold1926.2.m1	Peptidyl-prolyl cis-trans isomerase A	GO:0003676|GO:0016887|GO:0003777|GO:0008270|GO:0005858|GO:0015074|GO:0003341
SymbC1.scaffold1926.3.m1	NA	
SymbC1.scaffold1926.4.m1	hypothetical protein AK812_SmicGene14870	
SymbC1.scaffold1926.5.m1	hypothetical protein AK812_SmicGene14868	
SymbC1.scaffold1926.6.m1	carboxypeptidase B-like	GO:0008270|GO:0004181|GO:0006508
SymbC1.scaffold1926.7.m1	NA	
SymbC1.scaffold1926.9.m1	hypothetical protein AK812_SmicGene43536	
SymbC1.scaffold19263.1.m1	NA	GO:0005515
SymbC1.scaffold19265.1.m1	phosphoglycerate dehydrogenase	GO:0051287|GO:0007165|GO:0004617|GO:0006508|GO:0016021|GO:0006564|GO:0055114|GO:0004222
SymbC1.scaffold1927.5.m1	NA	
SymbC1.scaffold19273.3.m1	hypothetical protein DES53_11273	
SymbC1.scaffold19274.1.m1	NA	
SymbC1.scaffold19278.3.m1	universal stress	
SymbC1.scaffold1928.1.m1	ATP-citrate synthase	GO:0003677|GO:0005524|GO:0003824|GO:0048037
SymbC1.scaffold1928.2.m1	non-ribosomal peptide synthetase	GO:0003824
SymbC1.scaffold1928.3.m1	tRNA pseudouridine synthase	GO:0001522|GO:0003723|GO:0009982
SymbC1.scaffold1928.5.m1	NA	
SymbC1.scaffold1928.6.m1	cathepsin A	GO:0006508|GO:0004185
