EntrezGeneID	Annotation
aten_0.1.m1.21335.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.21337.m1	cyclic GMP-AMP synthase-like
aten_0.1.m1.21338.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.21339.m1	tetratricopeptide repeat 28-like
aten_0.1.m1.21340.m1	cyclic GMP-AMP synthase-like
aten_0.1.m1.21342.m1	netrin receptor DCC-like
aten_0.1.m1.21343.m1	LOW QUALITY PROTEIN: uncharacterized protein LOC110049476
aten_0.1.m1.21344.m1	Craniofacial development 2
aten_0.1.m1.21345.m1	netrin receptor DCC-like
aten_0.1.m1.21346.m1	neogenin-like isoform X4
aten_0.1.m1.21347.m1	E3 ubiquitin- ligase TRIM71-like
aten_0.1.m1.21348.m1	fibroblast growth factor receptor 3-like isoform X2
aten_0.1.m1.2135.m1	chromobox homolog 1-like
aten_0.1.m1.21350.m1	C-1-tetrahydrofolate cytoplasmic
aten_0.1.m1.21354.m1	signal recognition particle receptor beta subunit
aten_0.1.m1.21355.m1	signal recognition particle receptor beta subunit
aten_0.1.m1.21356.m1	signal recognition particle receptor beta subunit
aten_0.1.m1.21357.m1	signal recognition particle receptor beta subunit
aten_0.1.m1.21358.m1	PREDICTED: uncharacterized protein LOC107336602 isoform X1
aten_0.1.m1.21359.m1	WW domain-containing adapter with coiled-coil-like isoform X2
aten_0.1.m1.2136.m1	tyrosine- phosphatase non-receptor type 4-like
aten_0.1.m1.21360.m1	dynein heavy chain axonemal-like
aten_0.1.m1.21361.m1	52 kDa repressor of the inhibitor of the kinase-like
aten_0.1.m1.21362.m1	perlucin isoform X1
aten_0.1.m1.21363.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.21364.m1	Integrase recombinase xerD-like
aten_0.1.m1.21366.m1	perlucin isoform X1
aten_0.1.m1.21367.m1	Integrase recombinase xerD-like
aten_0.1.m1.21368.m1	ATP-dependent DNA helicase PIF1
aten_0.1.m1.21369.m1	G- coupled receptor GRL101
aten_0.1.m1.2137.m1	---NA---
aten_0.1.m1.21371.m1	LIGHT-DEPENDENT SHORT HYPOCOTYLS 6
aten_0.1.m1.21374.m1	uncharacterized protein LOC110054532
aten_0.1.m1.21375.m1	Integrase recombinase xerD-like
aten_0.1.m1.21376.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X4
aten_0.1.m1.21378.m1	PREDICTED: uncharacterized protein LOC107339811 isoform X2
aten_0.1.m1.21379.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X1
aten_0.1.m1.2138.m1	nuclease HARBI1
aten_0.1.m1.21380.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X1
aten_0.1.m1.21381.m1	THAP domain-containing 2
aten_0.1.m1.21382.m1	Integrase recombinase xerD-like
aten_0.1.m1.21383.m1	TBC1 domain family member 20
aten_0.1.m1.21384.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X5
aten_0.1.m1.21385.m1	Integrase recombinase xerD-like
aten_0.1.m1.21386.m1	PREDICTED: uncharacterized protein LOC107358452
aten_0.1.m1.21387.m1	PREDICTED: uncharacterized protein LOC107339811 isoform X3
aten_0.1.m1.21388.m1	PREDICTED: uncharacterized protein LOC107339810 isoform X3
aten_0.1.m1.2139.m1	neuroligin- X-linked-like
aten_0.1.m1.21390.m1	PREDICTED: uncharacterized protein LOC107339811 isoform X2
aten_0.1.m1.21391.m1	cilia- and flagella-associated 61-like
aten_0.1.m1.21392.m1	cilia- and flagella-associated 61-like
aten_0.1.m1.21393.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X1
aten_0.1.m1.21394.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X7
aten_0.1.m1.21395.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X5
aten_0.1.m1.21396.m1	PREDICTED: uncharacterized protein LOC107339811 isoform X1
aten_0.1.m1.21397.m1	Integrase recombinase xerD-like
aten_0.1.m1.21398.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X2
aten_0.1.m1.21399.m1	PREDICTED: uncharacterized protein LOC107339810 isoform X6
aten_0.1.m1.214.m1	tyrosine- phosphatase non-receptor type 13-like isoform X1
aten_0.1.m1.2140.m1	coiled-coil domain-containing 93-like
aten_0.1.m1.21400.m1	cilia- and flagella-associated 61-like
aten_0.1.m1.21401.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X8
aten_0.1.m1.21402.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R2
aten_0.1.m1.21403.m1	PREDICTED: uncharacterized protein LOC107339814 isoform X1
aten_0.1.m1.21404.m1	Retrovirus-related Pol poly from type-1 retrotransposable element R2
aten_0.1.m1.21405.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X8
aten_0.1.m1.21406.m1	PREDICTED: uncharacterized protein LOC107339810 isoform X3
aten_0.1.m1.21408.m1	PREDICTED: uncharacterized protein LOC107339810 isoform X6
aten_0.1.m1.21409.m1	PREDICTED: uncharacterized protein LOC107339810 isoform X6
aten_0.1.m1.2141.m1	UPF0565 C2orf69 homolog isoform X1
aten_0.1.m1.21410.m1	---NA---
aten_0.1.m1.21411.m1	PREDICTED: uncharacterized protein LOC107339811 isoform X1
aten_0.1.m1.21412.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X8
aten_0.1.m1.21413.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X8
aten_0.1.m1.21414.m1	PREDICTED: uncharacterized protein LOC107339811 isoform X1
aten_0.1.m1.21415.m1	PREDICTED: uncharacterized protein LOC107340338 isoform X5
aten_0.1.m1.21416.m1	PREDICTED: uncharacterized protein LOC107339813 isoform X2
aten_0.1.m1.21417.m1	PREDICTED: uncharacterized protein LOC107339810 isoform X7
aten_0.1.m1.21418.m1	PREDICTED: uncharacterized protein LOC107339814 isoform X1
aten_0.1.m1.21419.m1	cilia- and flagella-associated 61-like
aten_0.1.m1.21420.m1	cilia- and flagella-associated 61-like
aten_0.1.m1.21421.m1	prolow-density lipo receptor-related 1-like
aten_0.1.m1.21422.m1	leucine-rich repeat-containing 57-like
aten_0.1.m1.21424.m1	PREDICTED: uncharacterized protein LOC107352503
aten_0.1.m1.21426.m1	Cancer-related nucleoside-triphosphatase
aten_0.1.m1.21429.m1	Lactadherin, partial
aten_0.1.m1.2143.m1	PREDICTED: uncharacterized protein LOC107338580 isoform X1
aten_0.1.m1.21430.m1	hypothetical protein AWC38_SpisGene14781
aten_0.1.m1.21433.m1	copine-8-like isoform X1
aten_0.1.m1.21435.m1	THAP domain-containing 10
aten_0.1.m1.21437.m1	P2X purinoceptor 7-like
aten_0.1.m1.21438.m1	RNA-dependent RNA polymerase 1-like
aten_0.1.m1.21441.m1	RNA-dependent RNA polymerase 1
aten_0.1.m1.21442.m1	PREDICTED: uncharacterized protein LOC107354526
aten_0.1.m1.21445.m1	PREDICTED: uncharacterized protein LOC107339324
aten_0.1.m1.21446.m1	PREDICTED: uncharacterized protein LOC107351184
aten_0.1.m1.21447.m1	PREDICTED: uncharacterized protein K02A2.6-like
aten_0.1.m1.21448.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.21449.m1	---NA---
aten_0.1.m1.2145.m1	cholinesterase 1-like
aten_0.1.m1.21451.m1	D-inositol 3-phosphate glycosyltransferase-like
aten_0.1.m1.21452.m1	nuclease HARBI1
aten_0.1.m1.21453.m1	---NA---
aten_0.1.m1.21454.m1	---NA---
aten_0.1.m1.21460.m1	PREDICTED: uncharacterized protein LOC107350920
aten_0.1.m1.21461.m1	LRR and PYD domains-containing 1b allele 1-like isoform X1
aten_0.1.m1.21462.m1	PREDICTED: uncharacterized protein LOC107356592
aten_0.1.m1.21464.m1	PREDICTED: uncharacterized protein LOC107350457
aten_0.1.m1.21467.m1	---NA---
aten_0.1.m1.21468.m1	probable serine threonine- kinase roco6 isoform X5
aten_0.1.m1.2147.m1	B-box type zinc finger ncl-1
aten_0.1.m1.21470.m1	PREDICTED: uncharacterized protein K02A2.6-like
aten_0.1.m1.21471.m1	serine threonine- kinase
aten_0.1.m1.21472.m1	ATP-dependent DNA helicase pfh1
aten_0.1.m1.21473.m1	PREDICTED: uncharacterized protein LOC107338634
aten_0.1.m1.21475.m1	PREDICTED: uncharacterized protein LOC107335422
aten_0.1.m1.21476.m1	D-inositol 3-phosphate glycosyltransferase 1-like
aten_0.1.m1.21477.m1	PREDICTED: uncharacterized protein LOC107351601
aten_0.1.m1.2148.m1	B-box type zinc finger ncl-1
aten_0.1.m1.21480.m1	PREDICTED: uncharacterized protein LOC107353207
aten_0.1.m1.21484.m1	PREDICTED: uncharacterized protein LOC107351036
aten_0.1.m1.21486.m1	tRNA (uracil-5-)-methyltransferase homolog A
aten_0.1.m1.21487.m1	tRNA-specific adenosine deaminase 2
aten_0.1.m1.21488.m1	centromere I-like
aten_0.1.m1.21489.m1	mannose-6-phosphate isomerase-like isoform X2
aten_0.1.m1.2149.m1	nucleotide-binding oligomerization domain-containing 2-like
aten_0.1.m1.21491.m1	stress-associated endoplasmic reticulum 2
aten_0.1.m1.21493.m1	PREDICTED: uncharacterized protein LOC100890943
aten_0.1.m1.21494.m1	tRNA (uracil-5-)-methyltransferase homolog A-like
aten_0.1.m1.21495.m1	---NA---
aten_0.1.m1.21496.m1	zinc finger OZF-like isoform X1
aten_0.1.m1.21497.m1	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog
aten_0.1.m1.21498.m1	2-acylglycerol O-acyltransferase 1-like
aten_0.1.m1.21499.m1	WD repeat and FYVE domain-containing 2-like isoform X1
aten_0.1.m1.215.m1	PREDICTED: uncharacterized protein LOC107338994
aten_0.1.m1.21500.m1	galactosylceramide sulfotransferase-like
aten_0.1.m1.21501.m1	RYamide receptor-like
aten_0.1.m1.21502.m1	ankyrin repeat and MYND domain-containing 1-like
aten_0.1.m1.21503.m1	Down syndrome cell adhesion molecule 1 homolog isoform X1
aten_0.1.m1.21504.m1	2-acylglycerol O-acyltransferase 2-like
aten_0.1.m1.21505.m1	Importin-5
aten_0.1.m1.21506.m1	Ecto-NOX disulfide-thiol exchanger 1
aten_0.1.m1.21507.m1	transmembrane and coiled-coil domain-containing 3-like
aten_0.1.m1.21508.m1	argininosuccinate lyase-like
aten_0.1.m1.21509.m1	U6 snRNA-associated Sm LSm1
aten_0.1.m1.21510.m1	probable disulfide-isomerase A6
aten_0.1.m1.21511.m1	lisH domain-containing -like
aten_0.1.m1.21513.m1	anaphase-promoting complex subunit 16-like
aten_0.1.m1.21514.m1	Erythromycin 3 -O-methyltransferase
aten_0.1.m1.21516.m1	Poly(ADP-ribose) glycohydrolase
aten_0.1.m1.21517.m1	guanine nucleotide exchange factor DBS-like isoform X1
aten_0.1.m1.2152.m1	nucleotide-binding oligomerization domain-containing 2-like
aten_0.1.m1.21520.m1	EGF-like repeat and discoidin I-like domain-containing 3
aten_0.1.m1.21521.m1	AP-1 complex subunit sigma-2-like isoform X2
aten_0.1.m1.21522.m1	arylsulfatase B-like
aten_0.1.m1.21523.m1	apoptosis-inducing factor 2-like
aten_0.1.m1.21524.m1	PREDICTED: uncharacterized protein C17orf105 homolog
aten_0.1.m1.21525.m1	cytochrome b-c1 complex subunit mitochondrial-like
aten_0.1.m1.21526.m1	Vacuolar segregation pep7
aten_0.1.m1.21527.m1	BRCA2-interacting transcriptional repressor EMSY-like
aten_0.1.m1.21528.m1	coiled-coil domain-containing 39-like
aten_0.1.m1.21529.m1	DNA-directed RNA polymerase II subunit RPB1-like
aten_0.1.m1.21530.m1	arylsulfatase B-like
aten_0.1.m1.21531.m1	dnaJ homolog subfamily C member 21
aten_0.1.m1.21533.m1	---NA---
aten_0.1.m1.21534.m1	PREDICTED: uncharacterized protein LOC107332798
aten_0.1.m1.21535.m1	Tumor necrosis factor ligand superfamily member 10
aten_0.1.m1.21536.m1	tumor necrosis factor ligand superfamily member 10-like isoform X2
aten_0.1.m1.21537.m1	phospholipid scramblase 2-like
aten_0.1.m1.21538.m1	phospholipid scramblase 2-like isoform X1
aten_0.1.m1.21539.m1	phospholipid scramblase 2-like isoform X1
aten_0.1.m1.2154.m1	PREDICTED: uncharacterized protein LOC107355639
aten_0.1.m1.21540.m1	phospholipid scramblase 2-like
aten_0.1.m1.21542.m1	phospholipid scramblase 2-like
aten_0.1.m1.21544.m1	---NA---
aten_0.1.m1.21545.m1	---NA---
aten_0.1.m1.21546.m1	spliceosome-associated CWC15 homolog
aten_0.1.m1.21547.m1	Sorting nexin-24
aten_0.1.m1.21548.m1	arylsulfatase B-like
aten_0.1.m1.21549.m1	RANBP2-like and GRIP domain-containing 2 isoform X1
aten_0.1.m1.2155.m1	probable ATP-dependent RNA helicase DDX23
aten_0.1.m1.21550.m1	PREDICTED: uncharacterized protein LOC107336102 isoform X1
aten_0.1.m1.21551.m1	PREDICTED: uncharacterized protein LOC107336105
aten_0.1.m1.21552.m1	arylsulfatase B-like
aten_0.1.m1.21553.m1	DNA replication licensing factor mcm7-like
aten_0.1.m1.21554.m1	DCN1 1
aten_0.1.m1.21555.m1	PREDICTED: protein FAM122B-like
aten_0.1.m1.21556.m1	uncharacterized protein LOC110040665
aten_0.1.m1.21557.m1	contactin-associated -like 2
aten_0.1.m1.21558.m1	uncharacterized protein LOC110040668
aten_0.1.m1.21559.m1	---NA---
aten_0.1.m1.2156.m1	overexpressed in prosurvival 1-like
aten_0.1.m1.21560.m1	flocculation FLO11-like isoform X2
aten_0.1.m1.21561.m1	PREDICTED: uncharacterized protein LOC107336104
aten_0.1.m1.21563.m1	neurogenic locus Notch -like
aten_0.1.m1.21564.m1	PREDICTED: uncharacterized protein LOC107336058
aten_0.1.m1.21565.m1	PREDICTED: uncharacterized protein LOC107336058
aten_0.1.m1.21567.m1	PREDICTED: uncharacterized protein LOC107335930
aten_0.1.m1.21568.m1	retinoblastoma-associated -like isoform X1
aten_0.1.m1.2157.m1	coiled-coil domain-containing 47-like
aten_0.1.m1.21570.m1	monocarboxylate transporter 10-like
aten_0.1.m1.21572.m1	EGF-like repeat and discoidin I-like domain-containing 3
aten_0.1.m1.21573.m1	ras GTPase-activating 3-like
aten_0.1.m1.21574.m1	monocarboxylate transporter 10-like
aten_0.1.m1.21575.m1	profilin-1A-like isoform X2
aten_0.1.m1.21577.m1	transcriptional adapter 3-like
aten_0.1.m1.21578.m1	ATP-dependent DNA helicase Q1
aten_0.1.m1.21579.m1	Replication factor C subunit 4
aten_0.1.m1.2158.m1	collagen alpha-1(XXVI) chain-like
aten_0.1.m1.21580.m1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
aten_0.1.m1.21581.m1	calcium-binding 39-like
aten_0.1.m1.21582.m1	homocysteine S-methyltransferase -like
aten_0.1.m1.21584.m1	general transcription factor IIF subunit 2-like
aten_0.1.m1.21585.m1	PREDICTED: profilin-2-like
aten_0.1.m1.21586.m1	---NA---
aten_0.1.m1.21587.m1	GPALPP motifs-containing 1-like
aten_0.1.m1.21588.m1	secreted frizzled-related 1-like
aten_0.1.m1.21589.m1	ras-related Rab6
aten_0.1.m1.2159.m1	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
aten_0.1.m1.21590.m1	long-chain-fatty-acid-- ligase 3
aten_0.1.m1.21591.m1	poly [ADP-ribose] polymerase 14-like
aten_0.1.m1.21592.m1	nucleoside diphosphate kinase 7-like
aten_0.1.m1.21593.m1	E3 ubiquitin- ligase RNF13-like
aten_0.1.m1.21594.m1	uncharacterized protein LOC110053948
aten_0.1.m1.21595.m1	histamine H2 receptor-like
aten_0.1.m1.21596.m1	Perivitellin-2 67 kDa subunit
aten_0.1.m1.21597.m1	Perivitellin-2 67 kDa subunit
aten_0.1.m1.21598.m1	Transposon Tf2-9 poly
aten_0.1.m1.216.m1	transcription initiation factor IIA subunit 2
aten_0.1.m1.21600.m1	WD repeat-containing 44-like
aten_0.1.m1.21601.m1	sodium-coupled monocarboxylate transporter 1-like
aten_0.1.m1.21604.m1	Transposon Tf2-9 poly
aten_0.1.m1.21605.m1	growth hormone-regulated TBC 1-A-like
aten_0.1.m1.21606.m1	Ragulator complex LAMTOR4-like
aten_0.1.m1.21607.m1	sodium potassium-transporting ATPase subunit beta-1-like
aten_0.1.m1.21608.m1	diacylglycerol kinase delta-like
aten_0.1.m1.21609.m1	PREDICTED: uncharacterized protein C7orf43 homolog isoform X1
aten_0.1.m1.2161.m1	PREDICTED: uncharacterized protein LOC107345322
aten_0.1.m1.21611.m1	ac transposable element-derived 1
aten_0.1.m1.21612.m1	U2 small nuclear ribonucleo auxiliary factor 35 kDa subunit-related 2-like
aten_0.1.m1.21613.m1	hypothetical protein AWC38_SpisGene5881
aten_0.1.m1.21614.m1	PREDICTED: uncharacterized protein LOC107332016
aten_0.1.m1.21615.m1	centrosomal of 164 kDa-like isoform X6
aten_0.1.m1.21616.m1	leukocyte elastase inhibitor-like
aten_0.1.m1.21617.m1	leukocyte elastase inhibitor-like
aten_0.1.m1.21618.m1	rho guanine nucleotide exchange factor 7-like
aten_0.1.m1.21619.m1	serpin B6-like
aten_0.1.m1.2162.m1	snaclec coagulation factor IX-binding subunit A-like
aten_0.1.m1.21620.m1	A-kinase anchor 14-like
aten_0.1.m1.21621.m1	transmembrane and TPR repeat-containing 4-like
aten_0.1.m1.21622.m1	arf-GAP domain and FG repeat-containing 1-like
aten_0.1.m1.21623.m1	tyrosine- kinase HTK16-like
aten_0.1.m1.21624.m1	golgin-45-like
aten_0.1.m1.21625.m1	NAD-dependent deacetylase sirtuin-2
aten_0.1.m1.21626.m1	serpin B6-like
aten_0.1.m1.21627.m1	serpin B6-like
aten_0.1.m1.21628.m1	probable E3 ubiquitin- ligase RNF144A-B
aten_0.1.m1.21629.m1	beta-galactosidase-1 2
aten_0.1.m1.2163.m1	Heme oxygenase 1
aten_0.1.m1.21630.m1	uncharacterized protein C11orf70 homolog isoform X1
aten_0.1.m1.21631.m1	transcriptional coactivator YAP1-like
aten_0.1.m1.21632.m1	ECT2 isoform X1
aten_0.1.m1.21633.m1	integrator complex subunit 4-like
aten_0.1.m1.21634.m1	COP9 signalosome complex subunit 6-like
aten_0.1.m1.21635.m1	hypothetical protein AC249_AIPGENE15908, partial
aten_0.1.m1.21636.m1	WD repeat-containing 53-like
aten_0.1.m1.21637.m1	transcription factor RFX4-like isoform X2
aten_0.1.m1.21638.m1	cyclic nucleotide-gated cation channel alpha-3-like
aten_0.1.m1.21639.m1	rhomboid-related 4-like
aten_0.1.m1.2164.m1	snaclec coagulation factor IX-binding subunit A-like
aten_0.1.m1.21640.m1	potassium voltage-gated channel subfamily A member 2-like
aten_0.1.m1.21641.m1	integral membrane GPR180-like
aten_0.1.m1.21643.m1	potassium voltage-gated channel subfamily A member 1-like
aten_0.1.m1.21644.m1	RNA-binding motif X-linked 2-like
aten_0.1.m1.21645.m1	transcription factor Dp-1-like
aten_0.1.m1.21646.m1	tripeptidyl-peptidase 2-like
aten_0.1.m1.21647.m1	chromosome partition Smc-like
aten_0.1.m1.21648.m1	cyclic nucleotide-gated olfactory channel-like isoform X2
aten_0.1.m1.21649.m1	Spermatogenesis-associated 13
aten_0.1.m1.2165.m1	late secretory pathway AVL9 homolog isoform X1
aten_0.1.m1.21650.m1	ras-related GTP-binding A
aten_0.1.m1.21651.m1	arylacetamide deacetylase-like
aten_0.1.m1.21654.m1	IWS1 homolog
aten_0.1.m1.21655.m1	doublesex- and mab-3-related transcription factor A2-like
aten_0.1.m1.21656.m1	2-acylglycerol O-acyltransferase 2-like
aten_0.1.m1.21657.m1	potassium voltage-gated channel subfamily A member 1-like
aten_0.1.m1.21658.m1	arylacetamide deacetylase-like
aten_0.1.m1.21659.m1	regulator of nonsense transcripts 3B-like
aten_0.1.m1.2166.m1	late secretory pathway AVL9 homolog isoform X1
aten_0.1.m1.21660.m1	arylacetamide deacetylase-like
aten_0.1.m1.21661.m1	potassium voltage-gated channel subfamily A member 1-like
aten_0.1.m1.21662.m1	glutamic acid-rich -like isoform X1
aten_0.1.m1.21663.m1	coiled-coil domain-containing 153-like
aten_0.1.m1.21664.m1	ubiquitin-like-conjugating enzyme ATG3
aten_0.1.m1.21666.m1	PREDICTED: uncharacterized protein LOC107342832
aten_0.1.m1.21667.m1	eukaryotic initiation factor 4A-I-like
aten_0.1.m1.21668.m1	FORGETTER 1-like
aten_0.1.m1.21669.m1	electron transfer flavo subunit beta-like
aten_0.1.m1.21670.m1	intraflagellar transport 46 homolog
aten_0.1.m1.21671.m1	E3 ubiquitin- ligase TRIM56
aten_0.1.m1.21672.m1	uncharacterized protein LOC110044221 isoform X1
aten_0.1.m1.21673.m1	PREDICTED: uncharacterized protein LOC107333065 isoform X1
aten_0.1.m1.21674.m1	uncharacterized protein LOC110044248
aten_0.1.m1.21675.m1	PREDICTED: uncharacterized protein LOC107333065 isoform X1
aten_0.1.m1.21676.m1	uncharacterized protein LOC110044244 isoform X2
aten_0.1.m1.21677.m1	G- coupled receptor 161-like
aten_0.1.m1.21678.m1	PREDICTED: uncharacterized protein LOC107338333
aten_0.1.m1.21679.m1	E3 ubiquitin- ligase TRIM56
aten_0.1.m1.2168.m1	nucleoporin GLE1-like isoform X1
aten_0.1.m1.21680.m1	hypothetical protein AC249_AIPGENE21799
aten_0.1.m1.21681.m1	uncharacterized protein LOC110044255
aten_0.1.m1.21682.m1	Interferon-induced 44
aten_0.1.m1.21683.m1	hypothetical protein AC249_AIPGENE10817
aten_0.1.m1.21684.m1	ATP-dependent DNA helicase hus2 rqh1-like
aten_0.1.m1.21685.m1	PREDICTED: uncharacterized protein LOC107333065 isoform X1
aten_0.1.m1.21686.m1	angiotensin-converting enzyme-like
aten_0.1.m1.21687.m1	-like subfamily C member 5B
aten_0.1.m1.21688.m1	cysteine protease ATG4B-like
aten_0.1.m1.21689.m1	Exonuclease 3 -5 domain-containing 1
aten_0.1.m1.2169.m1	---NA---
aten_0.1.m1.21690.m1	double-strand break repair MRE11-like
aten_0.1.m1.21691.m1	mediator of RNA polymerase II transcription subunit 4-like
aten_0.1.m1.21694.m1	PREDICTED: myosin-10-like
aten_0.1.m1.21695.m1	Follistatin-related 1
aten_0.1.m1.21696.m1	thymidylate kinase-like
aten_0.1.m1.21697.m1	cullin-3 isoform X1
aten_0.1.m1.21698.m1	transcription initiation factor TFIID subunit 9B-like
aten_0.1.m1.217.m1	chondroitin sulfate N-acetylgalactosaminyltransferase 1-like
aten_0.1.m1.2170.m1	exonuclease R569
aten_0.1.m1.21700.m1	Zinc finger ZIC 5
aten_0.1.m1.21701.m1	disks large homolog 2 isoform X1
aten_0.1.m1.21702.m1	glycogen synthase kinase-3 beta-like
aten_0.1.m1.21704.m1	60S ribosomal L35a-like
aten_0.1.m1.21705.m1	DNA polymerase
aten_0.1.m1.21706.m1	PREDICTED: uncharacterized protein LOC107357848 isoform X2
aten_0.1.m1.21709.m1	G- coupled receptor GRL101
aten_0.1.m1.2171.m1	nucleotide-binding oligomerization domain-containing 1-like
aten_0.1.m1.21710.m1	Retrovirus-related Pol poly from transposon 297
aten_0.1.m1.21712.m1	dynein regulatory complex subunit 7-like
aten_0.1.m1.21713.m1	PREDICTED: uncharacterized protein LOC107343863
aten_0.1.m1.21714.m1	zinc finger MYM-type 1-like
aten_0.1.m1.21715.m1	polyubiquitin 8-like
aten_0.1.m1.21716.m1	DDB1- and CUL4-associated factor 5-like
aten_0.1.m1.21717.m1	ubiquitin-conjugating enzyme E2-17 kDa-like
aten_0.1.m1.21720.m1	octopamine receptor beta-2R-like isoform X1
